Nama Provinsi,Nama Kota,Tahun,Garis Kemiskinan,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Persentase Penduduk Miskin,Pengeluaran per Kapita
PAPUA,Mamberamo Raya,2012,428716.0,10.61,3.9,35.21,4186.0
PAPUA,Nduga,2012,228045.0,3.16,0.6,38.14,3406.0
PAPUA,Lanny Jaya,2012,313959.0,8.22,2.23,42.33,3863.0
PAPUA,Mamberamo Tengah,2012,273978.0,5.47,0.98,42.84,3921.0
PAPUA,Yalimo,2012,232140.0,7.8,2.16,39.49,4197.0
PAPUA,Puncak,2012,397897.0,6.44,1.38,39.38,4919.0
PAPUA,Dogiyai,2012,336900.0,3.24,0.64,30.08,4924.0
PAPUA,Intan Jaya,2012,356862.0,17.94,8.85,40.65,4928.0
PAPUA,Deiyai,2012,367678.0,17.94,8.44,45.93,4262.0
PAPUA,Kota Jayapura,2012,624424.0,3.06,0.94,15.77,14004.0
ACEH,Simeulue,2013,305600.0,3.46,0.91,20.57,5920.0
ACEH,Aceh Singkil,2013,316319.0,2.77,0.66,18.73,7208.0
ACEH,Aceh Selatan,2013,283446.0,2.09,0.44,13.44,6989.0
ACEH,Aceh Tenggara,2013,206797.0,1.78,0.37,14.39,6899.0
ACEH,Aceh Timur,2013,319392.0,2.92,0.8,16.59,7219.0
ACEH,Aceh Tengah,2013,370670.0,2.21,0.39,17.76,9400.0
ACEH,Aceh Barat,2013,413061.0,3.68,0.85,23.7,7744.0
ACEH,Aceh Besar,2013,352451.0,2.89,0.76,16.88,8497.0
ACEH,Pidie,2013,361707.0,2.99,0.67,21.12,9167.0
ACEH,Bireuen,2013,292308.0,2.8,0.67,17.65,7232.0
ACEH,Aceh Utara,2013,274799.0,2.65,0.54,20.34,6714.0
ACEH,Aceh Barat Daya,2013,283117.0,2.64,0.63,18.92,6966.0
ACEH,Gayo Lues,2013,279420.0,4.1,1.06,22.33,7709.0
ACEH,Aceh Tamiang,2013,331218.0,2.09,0.56,15.13,7554.0
ACEH,Nagan Raya,2013,353231.0,3.34,0.87,21.75,7019.0
ACEH,Aceh Jaya,2013,303209.0,3.04,0.83,17.53,8691.0
ACEH,Bener Meriah,2013,327652.0,3.34,0.73,23.47,9645.0
ACEH,Pidie Jaya,2013,373497.0,3.34,0.83,22.7,9173.0
ACEH,Kota Banda Aceh,2013,493558.0,1.41,0.35,8.03,14629.0
ACEH,Kota Sabang,2013,451218.0,4.06,1.2,18.31,9718.0
ACEH,Kota Langsa,2013,298749.0,1.89,0.39,12.62,10198.0
ACEH,Kota Lhokseumawe,2013,293788.0,2.05,0.49,12.47,9580.0
ACEH,Kota Subulussalam,2013,241189.0,2.39,0.42,20.69,6320.0
SUMATERA UTARA,Nias,2013,276654.0,1.93,0.33,17.28,5914.0
SUMATERA UTARA,Mandailing Natal,2013,265043.0,1.61,0.39,9.62,8960.0
SUMATERA UTARA,Tapanuli Selatan,2013,288154.0,1.91,0.47,11.33,10504.0
SUMATERA UTARA,Tapanuli Tengah,2013,288774.0,2.58,0.65,15.41,9382.0
SUMATERA UTARA,Tapanuli Utara,2013,276803.0,1.44,0.39,11.68,10850.0
SUMATERA UTARA,Toba Samosir,2013,278478.0,1.56,0.38,9.54,
SUMATERA UTARA,Labuhan Batu,2013,285004.0,1.14,0.31,8.53,10210.0
SUMATERA UTARA,Asahan,2013,251914.0,1.83,0.46,11.6,9895.0
SUMATERA UTARA,Simalungun,2013,270588.0,1.47,0.34,10.45,10494.0
SUMATERA UTARA,Dairi,2013,251813.0,1.25,0.26,8.68,9580.0
SUMATERA UTARA,Karo,2013,337578.0,1.42,0.35,9.79,11453.0
SUMATERA UTARA,Deli Serdang,2013,288770.0,0.52,0.13,4.71,10924.0
SUMATERA UTARA,Langkat,2013,289396.0,1.49,0.31,10.44,9970.0
SUMATERA UTARA,Nias Selatan,2013,213412.0,1.94,0.33,18.83,6266.0
SUMATERA UTARA,Humbang Hasundutan,2013,247658.0,1.14,0.26,10.0,6670.0
SUMATERA UTARA,Pakpak Bharat,2013,207796.0,1.3,0.24,11.28,7269.0
SUMATERA UTARA,Samosir,2013,228767.0,1.14,0.16,14.01,7600.0
SUMATERA UTARA,Serdang Bedagai,2013,288126.0,1.22,0.25,9.35,9882.0
SUMATERA UTARA,Batu Bara,2013,303019.0,2.32,0.67,11.92,9218.0
SUMATERA UTARA,Padang Lawas Utara,2013,243213.0,1.62,0.35,10.28,9076.0
SUMATERA UTARA,Padang Lawas,2013,237735.0,1.33,0.33,8.59,7825.0
SUMATERA UTARA,Labuhan Batu Selatan,2013,290734.0,1.69,0.38,12.36,10040.0
SUMATERA UTARA,Labuhan Batu Utara,2013,316418.0,1.75,0.38,11.34,11063.0
SUMATERA UTARA,Nias Utara,2013,309886.0,5.43,1.31,30.94,5523.0
SUMATERA UTARA,Nias Barat,2013,294770.0,5.23,1.19,29.65,5061.0
SUMATERA UTARA,Kota Sibolga,2013,333923.0,1.71,0.32,12.9,10525.0
SUMATERA UTARA,Kota Tanjung Balai,2013,306029.0,2.63,0.64,14.85,10001.0
SUMATERA UTARA,Kota Pematang Siantar,2013,379314.0,1.79,0.48,10.93,11139.0
SUMATERA UTARA,Kota Tebing Tinggi,2013,337049.0,1.13,0.17,11.74,10829.0
SUMATERA UTARA,Kota Medan,2013,396112.0,1.52,0.34,9.64,13902.0
SUMATERA UTARA,Kota Binjai,2013,305596.0,0.88,0.21,6.75,9943.0
SUMATERA UTARA,Kota Padangsidimpuan,2013,300280.0,0.9,0.14,9.04,9518.0
SUMATERA UTARA,Kota Gunungsitoli,2013,284492.0,5.72,1.53,30.94,6524.0
SUMATERA BARAT,Kepulauan Mentawai,2013,217773.0,2.04,0.46,16.12,5451.0
SUMATERA BARAT,Pesisir Selatan,2013,308472.0,0.88,0.14,8.64,8233.0
SUMATERA BARAT,Solok,2013,316756.0,1.37,0.29,10.26,9118.0
SUMATERA BARAT,Sijunjung,2013,290564.0,1.58,0.41,8.53,9599.0
SUMATERA BARAT,Tanah Datar,2013,291848.0,0.35,0.04,5.77,9893.0
SUMATERA BARAT,Padang Pariaman,2013,309999.0,1.19,0.23,9.17,9937.0
SUMATERA BARAT,Agam,2013,267436.0,0.98,0.18,7.68,8637.0
SUMATERA BARAT,Lima Puluh Kota,2013,300037.0,1.08,0.25,8.26,8568.0
SUMATERA BARAT,Pasaman,2013,262825.0,1.16,0.22,8.37,6964.0
SUMATERA BARAT,Solok Selatan,2013,268902.0,1.21,0.26,8.12,9291.0
SUMATERA BARAT,Dharmasraya,2013,309661.0,1.15,0.25,7.74,10505.0
SUMATERA BARAT,Pasaman Barat,2013,311657.0,0.74,0.13,7.86,7809.0
SUMATERA BARAT,Kota Padang,2013,377943.0,0.54,0.11,5.02,13339.0
SUMATERA BARAT,Kota Solok,2013,342001.0,0.49,0.1,4.6,10784.0
SUMATERA BARAT,Kota Sawah Lunto,2013,267079.0,0.32,0.08,2.28,8665.0
SUMATERA BARAT,Kota Padang Panjang,2013,354955.0,0.81,0.15,6.66,9307.0
SUMATERA BARAT,Kota Bukittinggi,2013,356752.0,0.93,0.23,5.36,12002.0
SUMATERA BARAT,Kota Payakumbuh,2013,366691.0,0.45,0.04,7.81,12212.0
SUMATERA BARAT,Kota Pariaman,2013,331511.0,0.48,0.1,5.35,11508.0
RIAU,Kuantan Singingi,2013,378811.0,1.89,0.51,11.28,9676.0
RIAU,Indragiri Hulu,2013,369210.0,1.0,0.23,7.5,9656.0
RIAU,Indragiri Hilir,2013,282361.0,1.19,0.29,7.88,9680.0
RIAU,Pelalawan,2013,406420.0,2.16,0.61,12.0,11342.0
RIAU,Siak,2013,336671.0,0.69,0.14,5.54,11397.0
RIAU,Kampar,2013,336681.0,0.86,0.15,9.04,10624.0
RIAU,Rokan Hulu,2013,358295.0,1.42,0.34,10.86,8717.0
RIAU,Bengkalis,2013,388671.0,0.82,0.15,7.57,10598.0
RIAU,Rokan Hilir,2013,296770.0,1.14,0.26,7.73,8962.0
RIAU,Kepulauan Meranti,2013,375063.0,6.14,1.51,35.74,6876.0
RIAU,Kota Pekanbaru,2013,381287.0,0.37,0.07,3.27,13891.0
RIAU,Kota Dumai,2013,328158.0,0.76,0.16,4.98,10735.0
JAMBI,Kerinci,2013,262679.0,1.16,0.3,7.35,8748.0
JAMBI,Merangin,2013,284393.0,1.49,0.37,9.31,9047.0
JAMBI,Sarolangun,2013,336577.0,1.63,0.41,10.51,10912.0
JAMBI,Batang Hari,2013,306054.0,0.95,0.14,10.42,9122.0
JAMBI,Muaro Jambi,2013,233773.0,0.5,0.1,4.58,7208.0
JAMBI,Tanjung Jabung Timur,2013,283415.0,1.67,0.36,13.42,7455.0
JAMBI,Tanjung Jabung Barat,2013,270069.0,1.94,0.53,11.61,7881.0
JAMBI,Tebo,2013,294410.0,0.67,0.1,6.86,9001.0
JAMBI,Bungo,2013,257567.0,0.68,0.13,5.25,10365.0
JAMBI,Kota Jambi,2013,346099.0,1.23,0.26,8.91,10192.0
JAMBI,Kota Sungai Penuh,2013,274586.0,0.38,0.07,3.3,9266.0
SUMATERA SELATAN,Ogan Komering Ulu,2013,308219.0,2.02,0.48,12.31,8782.0
SUMATERA SELATAN,Ogan Komering Ilir,2013,257481.0,2.34,0.52,15.82,9395.0
SUMATERA SELATAN,Muara Enim,2013,275302.0,2.62,0.76,14.26,8927.0
SUMATERA SELATAN,Lahat,2013,313687.0,2.82,0.7,18.61,8565.0
SUMATERA SELATAN,Musi Rawas,2013,326798.0,2.2,0.44,17.85,8693.0
SUMATERA SELATAN,Musi Banyuasin,2013,347046.0,3.1,0.83,18.02,8614.0
SUMATERA SELATAN,Banyu Asin,2013,281336.0,2.16,0.55,12.28,8157.0
SUMATERA SELATAN,Ogan Komering Ulu Selatan,2013,235288.0,1.57,0.34,11.57,7254.0
SUMATERA SELATAN,Ogan Komering Ulu Timur,2013,227516.0,1.15,0.23,10.28,10537.0
SUMATERA SELATAN,Ogan Ilir,2013,313725.0,1.71,0.36,13.86,9548.0
SUMATERA SELATAN,Empat Lawang,2013,234158.0,1.76,0.38,13.1,8586.0
SUMATERA SELATAN,Penukal Abab Lematang Ilir,2013,403836.4,1.67,0.36,12.9,6851.0
SUMATERA SELATAN,Musi Rawas Utara,2013,494999.3,3.33,0.86,19.11,8823.0
SUMATERA SELATAN,Kota Palembang,2013,392560.0,2.03,0.46,13.36,13393.0
SUMATERA SELATAN,Kota Prabumulih,2013,399934.0,1.88,0.41,11.23,11626.0
SUMATERA SELATAN,Kota Pagar Alam,2013,249089.0,1.02,0.16,9.0,7102.0
SUMATERA SELATAN,Kota Lubuklinggau,2013,362872.0,2.47,0.6,14.37,12070.0
BENGKULU,Bengkulu Selatan,2013,278823.0,4.16,1.1,22.59,8606.0
BENGKULU,Rejang Lebong,2013,320366.0,2.82,0.66,18.48,8813.0
BENGKULU,Bengkulu Utara,2013,284806.0,2.48,0.67,14.5,9145.0
BENGKULU,Kaur,2013,248571.0,3.82,0.98,23.25,7114.0
BENGKULU,Seluma,2013,284599.0,4.6,1.53,21.84,6870.0
BENGKULU,Mukomuko,2013,307670.0,1.66,0.34,12.98,9243.0
BENGKULU,Lebong,2013,286581.0,2.21,0.55,12.89,10132.0
BENGKULU,Kepahiang,2013,274671.0,2.43,0.56,16.13,8486.0
BENGKULU,Bengkulu Tengah,2013,286493.0,0.74,0.14,7.24,7865.0
BENGKULU,Kota Bengkulu,2013,433081.0,3.74,0.98,21.51,11759.0
LAMPUNG,Lampung Barat,2013,310126.0,1.76,0.46,13.96,8397.0
LAMPUNG,Tanggamus,2013,287560.0,1.71,0.34,15.24,7835.0
LAMPUNG,Lampung Selatan,2013,295601.0,2.77,0.74,17.09,8384.0
LAMPUNG,Lampung Timur,2013,291405.0,2.49,0.6,17.38,8756.0
LAMPUNG,Lampung Tengah,2013,313940.0,2.14,0.57,13.37,9895.0
LAMPUNG,Lampung Utara,2013,322835.0,3.3,0.75,23.67,7513.0
LAMPUNG,Way Kanan,2013,276091.0,1.88,0.42,15.36,8243.0
LAMPUNG,Tulangbawang,2013,295738.0,0.9,0.17,8.04,9751.0
LAMPUNG,Pesawaran,2013,284897.0,2.66,0.66,17.86,6570.0
LAMPUNG,Pringsewu,2013,315779.0,0.99,0.15,9.81,8934.0
LAMPUNG,Mesuji,2013,296102.0,0.6,0.12,5.81,6706.0
LAMPUNG,Tulang Bawang Barat,2013,291721.0,0.97,0.25,6.31,7045.0
LAMPUNG,Pesisir Barat,2013,441572.5,2.2,0.52,14.59,7085.0
LAMPUNG,Kota Bandar Lampung,2013,429146.0,1.76,0.43,10.85,10618.0
LAMPUNG,Kota Metro,2013,293994.0,1.54,0.3,11.08,10494.0
KEP. BANGKA BELITUNG,Bangka,2013,360715.0,0.74,0.24,5.4,10647.0
KEP. BANGKA BELITUNG,Belitung,2013,523846.0,0.66,0.1,8.48,12344.0
KEP. BANGKA BELITUNG,Bangka Barat,2013,366365.0,0.33,0.04,3.26,11122.0
KEP. BANGKA BELITUNG,Bangka Tengah,2013,479479.0,0.85,0.22,5.46,12133.0
KEP. BANGKA BELITUNG,Bangka Selatan,2013,350691.0,0.38,0.06,4.01,10609.0
KEP. BANGKA BELITUNG,Belitung Timur,2013,464590.0,0.92,0.19,6.9,10233.0
KEP. BANGKA BELITUNG,Kota Pangkal Pinang,2013,475480.0,0.43,0.07,4.15,14507.0
KEPULAUAN RIAU,Karimun,2013,288856.0,0.83,0.16,6.69,11053.0
KEPULAUAN RIAU,Bintan,2013,298916.0,0.85,0.22,6.23,13441.0
KEPULAUAN RIAU,Natuna,2013,264855.0,0.58,0.11,3.78,13389.0
KEPULAUAN RIAU,Lingga,2013,338049.0,2.12,0.51,14.03,10913.0
KEPULAUAN RIAU,Kepulauan Anambas,2013,268570.0,0.6,0.18,4.47,11112.0
KEPULAUAN RIAU,Kota Batam,2013,482567.0,0.75,0.16,5.2,16639.0
KEPULAUAN RIAU,Kota Tanjung Pinang,2013,498800.0,1.21,0.29,10.4,14048.0
DKI JAKARTA,Kepulauan Seribu,2013,455049.0,0.34,0.02,11.01,
DKI JAKARTA,Kota Jakarta Selatan,2013,507665.0,0.41,0.08,3.47,22067.0
DKI JAKARTA,Kota Jakarta Timur,2013,381984.0,0.45,0.11,3.1,16181.0
DKI JAKARTA,Kota Jakarta Pusat,2013,436869.0,0.41,0.07,3.7,15820.0
DKI JAKARTA,Kota Jakarta Barat,2013,377884.0,0.52,0.13,3.46,18794.0
DKI JAKARTA,Kota Jakarta Utara,2013,387901.0,0.69,0.13,5.3,16851.0
JAWA BARAT,Bogor,2013,271970.0,1.39,0.33,9.54,9041.0
JAWA BARAT,Sukabumi,2013,240188.0,1.5,0.38,9.24,7800.0
JAWA BARAT,Cianjur,2013,264580.0,1.7,0.39,12.02,6694.0
JAWA BARAT,Bandung,2013,256733.0,1.13,0.25,7.94,8978.0
JAWA BARAT,Garut,2013,226308.0,1.73,0.41,12.79,6355.0
JAWA BARAT,Tasikmalaya,2013,237114.0,1.47,0.28,11.57,6818.0
JAWA BARAT,Ciamis,2013,270515.0,1.28,0.29,8.62,8147.0
JAWA BARAT,Kuningan,2013,261858.0,2.09,0.47,13.34,8348.0
JAWA BARAT,Cirebon,2013,300990.0,2.09,0.46,14.65,9002.0
JAWA BARAT,Majalengka,2013,353727.0,2.24,0.55,14.07,8194.0
JAWA BARAT,Sumedang,2013,260160.0,1.48,0.32,11.31,8828.0
JAWA BARAT,Indramayu,2013,350455.0,2.02,0.47,14.99,8644.0
JAWA BARAT,Subang,2013,272854.0,1.69,0.41,12.35,9266.0
JAWA BARAT,Purwakarta,2013,271270.0,1.41,0.32,9.28,10492.0
JAWA BARAT,Karawang,2013,335273.0,1.55,0.36,10.69,9755.0
JAWA BARAT,Bekasi,2013,361510.0,0.77,0.18,5.2,10207.0
JAWA BARAT,Bandung Barat,2013,256789.0,2.29,0.64,12.92,7112.0
JAWA BARAT,Pangandaran,2013,380727.4,1.32,0.3,9.25,8200.0
JAWA BARAT,Kota Bogor,2013,360518.0,1.13,0.21,8.19,10488.0
JAWA BARAT,Kota Sukabumi,2013,380856.0,1.17,0.25,8.05,9609.0
JAWA BARAT,Kota Bandung,2013,340355.0,0.48,0.08,4.78,14957.0
JAWA BARAT,Kota Cirebon,2013,334439.0,1.11,0.2,10.54,10563.0
JAWA BARAT,Kota Bekasi,2013,449026.0,0.73,0.16,5.33,14475.0
JAWA BARAT,Kota Depok,2013,443302.0,0.26,0.06,2.32,14161.0
JAWA BARAT,Kota Cimahi,2013,347234.0,1.09,0.29,5.63,10622.0
JAWA BARAT,Kota Tasikmalaya,2013,337841.0,2.57,0.63,17.19,8158.0
JAWA BARAT,Kota Banjar,2013,250311.0,1.33,0.31,7.11,9402.0
JAWA TENGAH,Cilacap,2013,256615.0,2.06,0.45,15.24,9071.0
JAWA TENGAH,Banyumas,2013,295742.0,3.24,0.83,18.44,9561.0
JAWA TENGAH,Purbalingga,2013,265262.0,3.2,0.73,20.53,8535.0
JAWA TENGAH,Banjarnegara,2013,221056.0,2.91,0.77,18.71,7654.0
JAWA TENGAH,Kebumen,2013,267763.0,3.57,0.91,21.32,7730.0
JAWA TENGAH,Purworejo,2013,273481.0,1.98,0.43,15.44,9155.0
JAWA TENGAH,Wonosobo,2013,258522.0,4.26,1.25,22.08,9458.0
JAWA TENGAH,Magelang,2013,235430.0,1.72,0.34,13.96,7856.0
JAWA TENGAH,Boyolali,2013,247845.0,2.35,0.56,13.27,11490.0
JAWA TENGAH,Klaten,2013,315566.0,2.37,0.55,15.6,10962.0
JAWA TENGAH,Sukoharjo,2013,279400.0,0.91,0.14,9.87,10247.0
JAWA TENGAH,Wonogiri,2013,235728.0,1.74,0.37,14.02,8235.0
JAWA TENGAH,Karanganyar,2013,275865.0,2.36,0.61,13.58,10286.0
JAWA TENGAH,Sragen,2013,247495.0,2.38,0.52,15.93,10857.0
JAWA TENGAH,Grobogan,2013,278786.0,2.2,0.53,14.87,9284.0
JAWA TENGAH,Blora,2013,237850.0,2.39,0.59,14.64,8540.0
JAWA TENGAH,Rembang,2013,284160.0,3.4,0.88,20.97,8994.0
JAWA TENGAH,Pati,2013,314609.0,1.83,0.41,12.94,9088.0
JAWA TENGAH,Kudus,2013,299097.0,0.78,0.12,8.62,10082.0
JAWA TENGAH,Jepara,2013,285287.0,1.12,0.25,9.23,9177.0
JAWA TENGAH,Demak,2013,299773.0,2.19,0.47,15.72,8983.0
JAWA TENGAH,Semarang,2013,263352.0,0.92,0.17,8.51,10562.0
JAWA TENGAH,Temanggung,2013,229548.0,1.46,0.26,12.42,8042.0
JAWA TENGAH,Kendal,2013,275016.0,1.95,0.46,12.68,10080.0
JAWA TENGAH,Batang,2013,208671.0,1.93,0.49,11.96,7967.0
JAWA TENGAH,Pekalongan,2013,293039.0,1.96,0.39,13.51,8884.0
JAWA TENGAH,Pemalang,2013,271861.0,2.71,0.61,19.27,6863.0
JAWA TENGAH,Tegal,2013,258366.0,1.68,0.42,10.58,8001.0
JAWA TENGAH,Brebes,2013,307238.0,3.33,0.76,20.82,8731.0
JAWA TENGAH,Kota Magelang,2013,350554.0,1.45,0.37,9.8,10258.0
JAWA TENGAH,Kota Surakarta,2013,371918.0,1.63,0.34,11.74,12820.0
JAWA TENGAH,Kota Salatiga,2013,302884.0,0.94,0.18,6.4,14125.0
JAWA TENGAH,Kota Semarang,2013,328271.0,0.65,0.13,5.25,12714.0
JAWA TENGAH,Kota Pekalongan,2013,322313.0,0.93,0.16,8.26,10922.0
JAWA TENGAH,Kota Tegal,2013,333553.0,0.94,0.18,8.84,11416.0
D I YOGYAKARTA,Kulon Progo,2013,259945.0,2.69,0.51,21.39,8468.0
D I YOGYAKARTA,Bantul,2013,292639.0,2.63,0.69,16.48,13902.0
D I YOGYAKARTA,Gunung Kidul,2013,238056.0,3.54,0.86,21.7,8202.0
D I YOGYAKARTA,Sleman,2013,297170.0,1.43,0.3,9.68,14085.0
D I YOGYAKARTA,Kota Yogyakarta,2013,353602.0,1.24,0.27,8.82,16645.0
JAWA TIMUR,Pacitan,2013,215482.0,2.5,0.55,16.73,7626.0
JAWA TIMUR,Ponorogo,2013,239963.0,1.67,0.36,11.92,8354.0
JAWA TIMUR,Trenggalek,2013,243665.0,1.76,0.35,13.56,8389.0
JAWA TIMUR,Tulungagung,2013,269290.0,1.15,0.24,9.07,9477.0
JAWA TIMUR,Blitar,2013,236381.0,1.68,0.38,10.57,9217.0
JAWA TIMUR,Kediri,2013,245287.0,1.96,0.43,13.23,9605.0
JAWA TIMUR,Malang,2013,245120.0,1.69,0.43,11.48,8788.0
JAWA TIMUR,Lumajang,2013,228796.0,1.17,0.18,12.14,7869.0
JAWA TIMUR,Jember,2013,260106.0,1.25,0.22,11.68,8198.0
JAWA TIMUR,Banyuwangi,2013,276648.0,1.55,0.37,9.61,10341.0
JAWA TIMUR,Bondowoso,2013,290792.0,2.06,0.5,15.29,9138.0
JAWA TIMUR,Situbondo,2013,240085.0,2.09,0.51,13.65,8351.0
JAWA TIMUR,Probolinggo,2013,328407.0,3.35,0.81,21.21,9847.0
JAWA TIMUR,Pasuruan,2013,274486.0,1.79,0.45,11.26,8261.0
JAWA TIMUR,Sidoarjo,2013,329946.0,0.93,0.22,6.72,12602.0
JAWA TIMUR,Mojokerto,2013,280779.0,1.34,0.29,10.99,11171.0
JAWA TIMUR,Jombang,2013,289841.0,1.34,0.28,11.17,9678.0
JAWA TIMUR,Nganjuk,2013,295806.0,1.96,0.44,13.6,10717.0
JAWA TIMUR,Madiun,2013,256567.0,1.54,0.31,12.45,10625.0
JAWA TIMUR,Magetan,2013,253040.0,1.05,0.16,12.19,10484.0
JAWA TIMUR,Ngawi,2013,233596.0,1.84,0.36,15.45,10105.0
JAWA TIMUR,Bojonegoro,2013,263439.0,2.47,0.6,16.02,8934.0
JAWA TIMUR,Tuban,2013,256900.0,2.83,0.71,17.23,8872.0
JAWA TIMUR,Lamongan,2013,279166.0,2.0,0.4,16.18,9511.0
JAWA TIMUR,Gresik,2013,331296.0,2.46,0.72,13.94,11480.0
JAWA TIMUR,Bangkalan,2013,291529.0,3.89,0.98,23.23,7434.0
JAWA TIMUR,Sampang,2013,261972.0,4.34,0.97,27.08,7769.0
JAWA TIMUR,Pamekasan,2013,256586.0,2.81,0.7,18.53,7445.0
JAWA TIMUR,Sumenep,2013,259046.0,3.72,0.9,21.22,7093.0
JAWA TIMUR,Kota Kediri,2013,349925.0,1.61,0.47,8.23,10670.0
JAWA TIMUR,Kota Blitar,2013,304224.0,0.98,0.2,7.42,11641.0
JAWA TIMUR,Kota Malang,2013,362162.0,0.48,0.07,4.87,15378.0
JAWA TIMUR,Kota Probolinggo,2013,364317.0,1.04,0.19,8.55,10089.0
JAWA TIMUR,Kota Pasuruan,2013,316862.0,1.18,0.26,7.6,11484.0
JAWA TIMUR,Kota Mojokerto,2013,312919.0,0.82,0.15,6.65,11625.0
JAWA TIMUR,Kota Madiun,2013,320210.0,0.85,0.23,5.02,14604.0
JAWA TIMUR,Kota Surabaya,2013,372511.0,0.68,0.13,6.0,15488.0
JAWA TIMUR,Kota Batu,2013,336844.0,0.48,0.07,4.77,10803.0
BANTEN,Pandeglang,2013,230364.0,1.39,0.33,10.25,7486.0
BANTEN,Lebak,2013,214047.0,1.26,0.24,9.5,7918.0
BANTEN,Tangerang,2013,335291.0,0.82,0.18,5.78,11648.0
BANTEN,Serang,2013,218862.0,0.58,0.1,5.02,9831.0
BANTEN,Kota Tangerang,2013,398513.0,0.58,0.1,5.26,13531.0
BANTEN,Kota Cilegon,2013,295100.0,0.32,0.05,3.99,11920.0
BANTEN,Kota Serang,2013,236039.0,0.72,0.14,5.92,11950.0
BANTEN,Kota Tangerang Selatan,2013,378303.0,0.22,0.04,1.75,14207.0
BALI,Jembrana,2013,298003.0,0.68,0.13,5.56,10890.0
BALI,Tabanan,2013,329226.0,0.78,0.19,5.21,13438.0
BALI,Badung,2013,406408.0,0.27,0.06,2.46,16025.0
BALI,Gianyar,2013,279742.0,0.45,0.09,4.27,13318.0
BALI,Klungkung,2013,246615.0,0.79,0.14,7.01,10488.0
BALI,Bangli,2013,258538.0,0.38,0.04,5.45,10424.0
BALI,Karang Asem,2013,248379.0,0.98,0.2,6.88,
BALI,Buleleng,2013,295912.0,0.85,0.17,6.31,12187.0
BALI,Kota Denpasar,2013,407191.0,0.29,0.08,2.07,18532.0
NUSA TENGGARA BARAT,Lombok Barat,2013,313632.0,2.96,0.72,17.43,10450.0
NUSA TENGGARA BARAT,Lombok Tengah,2013,306311.0,2.32,0.5,16.2,8605.0
NUSA TENGGARA BARAT,Lombok Timur,2013,321249.0,2.58,0.54,19.16,7685.0
NUSA TENGGARA BARAT,Sumbawa,2013,259474.0,2.52,0.61,17.04,7422.0
NUSA TENGGARA BARAT,Dompu,2013,233213.0,2.07,0.45,14.24,7204.0
NUSA TENGGARA BARAT,Bima,2013,243339.0,2.33,0.54,16.24,7184.0
NUSA TENGGARA BARAT,Sumbawa Barat,2013,379222.0,4.25,1.47,17.1,9886.0
NUSA TENGGARA BARAT,Lombok Utara,2013,332073.0,7.64,2.37,35.88,7358.0
NUSA TENGGARA BARAT,Kota Mataram,2013,359651.0,1.87,0.5,10.75,12748.0
NUSA TENGGARA BARAT,Kota Bima,2013,262967.0,1.56,0.34,9.91,9270.0
NUSA TENGGARA TIMUR,Sumba Barat,2013,257372.0,4.34,0.93,28.92,6672.0
NUSA TENGGARA TIMUR,Sumba Timur,2013,260247.0,5.43,1.72,28.58,8744.0
NUSA TENGGARA TIMUR,Kupang,2013,252934.0,3.28,0.78,20.06,6875.0
NUSA TENGGARA TIMUR,Timor Tengah Selatan,2013,235956.0,4.49,0.99,27.81,6005.0
NUSA TENGGARA TIMUR,Timor Tengah Utara,2013,261995.0,2.81,0.51,21.59,5626.0
NUSA TENGGARA TIMUR,Belu,2013,252005.0,1.9,0.37,14.58,6967.0
NUSA TENGGARA TIMUR,Alor,2013,232406.0,2.84,0.66,20.11,6223.0
NUSA TENGGARA TIMUR,Lembata,2013,267510.0,3.83,0.84,23.25,6794.0
NUSA TENGGARA TIMUR,Flores Timur,2013,214010.0,0.76,0.11,8.1,7048.0
NUSA TENGGARA TIMUR,Sikka,2013,231250.0,1.85,0.42,12.66,7500.0
NUSA TENGGARA TIMUR,Ende,2013,271888.0,3.4,0.83,21.03,8491.0
NUSA TENGGARA TIMUR,Ngada,2013,248760.0,1.36,0.28,11.19,8002.0
NUSA TENGGARA TIMUR,Manggarai,2013,246366.0,2.96,0.64,20.96,6706.0
NUSA TENGGARA TIMUR,Rote Ndao,2013,235613.0,5.75,1.8,28.25,5800.0
NUSA TENGGARA TIMUR,Manggarai Barat,2013,245425.0,3.74,1.15,18.21,6862.0
NUSA TENGGARA TIMUR,Sumba Tengah,2013,216218.0,6.45,1.83,31.93,5755.0
NUSA TENGGARA TIMUR,Sumba Barat Daya,2013,272036.0,4.6,1.17,26.87,5828.0
NUSA TENGGARA TIMUR,Nagekeo,2013,252083.0,2.23,0.55,12.08,7830.0
NUSA TENGGARA TIMUR,Manggarai Timur,2013,245077.0,3.36,0.68,24.85,5170.0
NUSA TENGGARA TIMUR,Sabu Raijua,2013,277403.0,4.99,1.19,31.02,4717.0
NUSA TENGGARA TIMUR,Malaka,2013,368643.3,2.31,0.5,15.89,5495.0
NUSA TENGGARA TIMUR,Kota Kupang,2013,400641.0,1.1,0.21,9.12,12676.0
KALIMANTAN BARAT,Sambas,2013,278704.0,1.58,0.39,9.9,9083.0
KALIMANTAN BARAT,Bengkayang,2013,240704.0,1.11,0.23,8.01,8249.0
KALIMANTAN BARAT,Landak,2013,252336.0,2.65,0.83,14.18,6272.0
