Nama Provinsi,Nama Kota,Tahun,Garis Kemiskinan,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Persentase Penduduk Miskin,Pengeluaran per Kapita
ACEH,Simeulue,2004,122606.0,7.74,2.33,34.26,
ACEH,Aceh Singkil,2004,138438.0,6.25,2.04,28.85,
ACEH,Aceh Selatan,2004,128779.0,4.94,1.36,27.56,
ACEH,Aceh Tenggara,2004,114925.0,7.94,2.99,23.87,
ACEH,Aceh Timur,2004,120719.0,6.05,1.97,29.98,
ACEH,Aceh Tengah,2004,142361.0,4.7,1.25,27.93,
ACEH,Aceh Barat,2004,125885.0,8.45,2.69,35.65,
ACEH,Aceh Besar,2004,139607.0,3.41,0.59,29.89,
ACEH,Pidie,2004,131852.0,6.28,1.41,35.24,
ACEH,Bireuen,2004,132510.0,5.29,1.37,29.25,
ACEH,Aceh Utara,2004,136900.0,10.36,4.13,34.21,
ACEH,Aceh Barat Daya,2004,135867.0,4.86,1.35,27.98,
ACEH,Gayo Lues,2004,147954.0,10.58,4.05,32.38,
ACEH,Aceh Tamiang,2004,130724.0,4.63,1.52,25.23,
ACEH,Nagan Raya,2004,144211.0,8.16,2.64,35.54,
ACEH,Aceh Jaya,2004,138509.0,7.5,2.43,31.6,
ACEH,Bener Meriah,2004,368238.8,3.68,0.92,22.86,
ACEH,Pidie Jaya,2004,412270.78,3.79,0.97,22.85,
ACEH,Kota Banda Aceh,2004,165391.0,1.52,0.31,8.89,
ACEH,Kota Sabang,2004,144866.0,6.77,2.06,31.46,
ACEH,Kota Langsa,2004,136093.0,2.79,0.92,15.29,
ACEH,Kota Lhokseumawe,2004,146927.0,4.45,1.8,14.98,
ACEH,Kota Subulussalam,2004,300475.78,3.37,0.85,21.02,
SUMATERA UTARA,Nias,2004,108535.0,5.67,1.54,31.58,
SUMATERA UTARA,Mandailing Natal,2004,132958.0,4.09,0.75,21.31,
SUMATERA UTARA,Tapanuli Selatan,2004,132536.0,4.53,0.54,22.08,
SUMATERA UTARA,Tapanuli Tengah,2004,118788.0,6.36,1.9,31.47,
SUMATERA UTARA,Tapanuli Utara,2004,128192.0,3.01,0.72,19.16,
SUMATERA UTARA,Toba Samosir,2004,143766.0,3.27,0.8,20.37,
SUMATERA UTARA,Labuhan Batu,2004,142577.0,1.77,0.35,14.16,
SUMATERA UTARA,Asahan,2004,136855.0,1.58,0.35,12.91,
SUMATERA UTARA,Simalungun,2004,116755.0,2.4,0.51,17.94,
SUMATERA UTARA,Dairi,2004,123488.0,3.98,1.24,21.16,
SUMATERA UTARA,Karo,2004,156389.0,4.55,1.45,20.0,
SUMATERA UTARA,Deli Serdang,2004,121357.0,0.99,0.2,7.91,
SUMATERA UTARA,Langkat,2004,142459.0,3.03,0.78,19.89,
SUMATERA UTARA,Nias Selatan,2004,213289.0,5.78,1.59,32.15,
SUMATERA UTARA,Humbang Hasundutan,2004,125387.0,3.17,0.78,20.11,
SUMATERA UTARA,Pakpak Bharat,2004,121226.0,4.25,1.33,22.62,
SUMATERA UTARA,Samosir,2004,263826.5,2.2,0.5,15.75,
SUMATERA UTARA,Serdang Bedagai,2004,318660.5,1.28,0.29,9.32,
SUMATERA UTARA,Batu Bara,2004,357155.72,1.75,0.41,12.38,
SUMATERA UTARA,Padang Lawas Utara,2004,314276.75,1.35,0.29,10.13,
SUMATERA UTARA,Padang Lawas,2004,305415.12,1.27,0.3,9.01,
SUMATERA UTARA,Labuhan Batu Selatan,2004,359820.27,1.5,0.35,10.85,
SUMATERA UTARA,Labuhan Batu Utara,2004,404772.6,1.48,0.33,10.5,
SUMATERA UTARA,Nias Utara,2004,381240.8,4.85,1.3,27.58,
SUMATERA UTARA,Nias Barat,2004,377984.0,4.25,1.07,27.11,
SUMATERA UTARA,Kota Sibolga,2004,135628.0,1.53,0.42,9.01,
SUMATERA UTARA,Kota Tanjung Balai,2004,149762.0,1.65,0.32,12.53,
SUMATERA UTARA,Kota Pematang Siantar,2004,143579.0,1.98,0.5,11.55,
SUMATERA UTARA,Kota Tebing Tinggi,2004,137514.0,1.23,0.23,10.1,
SUMATERA UTARA,Kota Medan,2004,156051.0,1.11,0.28,7.13,
SUMATERA UTARA,Kota Binjai,2004,156659.0,0.83,0.15,6.4,
SUMATERA UTARA,Kota Padangsidimpuan,2004,134895.0,2.8,0.66,13.65,
SUMATERA UTARA,Kota Gunungsitoli,2004,340508.73,4.15,1.19,22.52,
SUMATERA BARAT,Kepulauan Mentawai,2004,83953.0,2.16,0.43,17.59,
SUMATERA BARAT,Pesisir Selatan,2004,116109.0,1.74,0.35,12.44,
SUMATERA BARAT,Solok,2004,119862.0,2.4,0.71,14.4,
SUMATERA BARAT,Sijunjung,2004,120661.0,1.99,0.44,13.54,
SUMATERA BARAT,Tanah Datar,2004,122405.0,0.81,0.13,7.04,
SUMATERA BARAT,Padang Pariaman,2004,129419.0,2.39,0.72,12.53,
SUMATERA BARAT,Agam,2004,128059.0,1.73,0.36,13.4,
SUMATERA BARAT,Lima Puluh Kota,2004,128786.0,1.65,0.4,12.26,
SUMATERA BARAT,Pasaman,2004,126990.0,1.68,0.4,13.22,
SUMATERA BARAT,Solok Selatan,2004,309070.75,1.38,0.32,9.64,
SUMATERA BARAT,Dharmasraya,2004,352629.85,1.28,0.32,8.68,
SUMATERA BARAT,Pasaman Barat,2004,351394.0,1.19,0.26,8.73,
SUMATERA BARAT,Kota Padang,2004,205816.0,0.53,0.14,4.07,
SUMATERA BARAT,Kota Solok,2004,104483.0,0.61,0.11,5.5,
SUMATERA BARAT,Kota Sawah Lunto,2004,293878.55,0.31,0.07,2.43,
SUMATERA BARAT,Kota Padang Panjang,2004,151571.0,0.55,0.14,3.71,
SUMATERA BARAT,Kota Bukittinggi,2004,148105.0,0.32,0.07,3.32,
SUMATERA BARAT,Kota Payakumbuh,2004,163294.0,0.96,0.21,6.1,
SUMATERA BARAT,Kota Pariaman,2004,116872.0,1.47,0.45,7.69,
RIAU,Kuantan Singingi,2004,170319.0,4.19,1.1,25.41,
RIAU,Indragiri Hulu,2004,170832.0,3.11,0.78,19.62,
RIAU,Indragiri Hilir,2004,158414.0,4.11,1.22,18.34,
RIAU,Pelalawan,2004,193881.0,4.39,1.14,24.71,
RIAU,Siak,2004,150138.0,1.63,0.38,9.62,
RIAU,Kampar,2004,144859.0,2.56,0.66,14.96,
RIAU,Rokan Hulu,2004,209721.0,5.38,1.63,29.13,
RIAU,Bengkalis,2004,155860.0,1.49,0.3,10.87,
RIAU,Rokan Hilir,2004,149022.0,1.59,0.34,11.6,
RIAU,Kepulauan Meranti,2004,465477.0,6.01,1.81,30.15,
RIAU,Kota Pekanbaru,2004,227300.0,0.56,0.11,4.35,
RIAU,Kota Dumai,2004,146316.0,1.49,0.31,10.01,
JAMBI,Kerinci,2004,129948.0,1.86,0.41,12.41,
JAMBI,Merangin,2004,123390.0,2.09,0.5,15.0,
JAMBI,Sarolangun,2004,137564.0,3.75,1.28,20.25,
JAMBI,Batang Hari,2004,153162.0,3.28,1.02,19.01,
JAMBI,Muaro Jambi,2004,146334.0,1.06,0.17,9.65,
JAMBI,Tanjung Jabung Timur,2004,126428.0,2.45,0.61,11.61,
JAMBI,Tanjung Jabung Barat,2004,134326.0,2.68,0.6,15.73,
JAMBI,Tebo,2004,116371.0,1.38,0.27,11.16,
JAMBI,Bungo,2004,113743.0,2.34,0.68,11.64,
JAMBI,Kota Jambi,2004,126008.0,0.99,0.29,6.04,
JAMBI,Kota Sungai Penuh,2004,355238.8,0.38,0.08,3.17,
SUMATERA SELATAN,Ogan Komering Ulu,2004,115277.0,3.35,0.86,18.16,
SUMATERA SELATAN,Ogan Komering Ilir,2004,126043.0,4.92,1.54,22.02,
SUMATERA SELATAN,Muara Enim,2004,126857.0,3.49,0.89,22.34,
SUMATERA SELATAN,Lahat,2004,117331.0,5.35,1.73,29.61,
SUMATERA SELATAN,Musi Rawas,2004,128205.0,6.1,1.34,35.4,
SUMATERA SELATAN,Musi Banyuasin,2004,120243.0,7.03,1.23,36.39,
SUMATERA SELATAN,Banyu Asin,2004,107295.0,4.03,1.02,20.86,
SUMATERA SELATAN,Ogan Komering Ulu Selatan,2004,261514.15,1.77,0.41,12.44,
SUMATERA SELATAN,Ogan Komering Ulu Timur,2004,261455.05,1.61,0.36,11.43,
SUMATERA SELATAN,Ogan Ilir,2004,350252.9,2.38,0.57,15.1,
SUMATERA SELATAN,Empat Lawang,2004,277647.67,1.98,0.46,13.84,
SUMATERA SELATAN,Penukal Abab Lematang Ilir,2004,403836.4,1.67,0.36,12.9,
SUMATERA SELATAN,Musi Rawas Utara,2004,494999.3,3.33,0.86,19.11,
SUMATERA SELATAN,Kota Palembang,2004,146920.0,1.41,0.35,9.57,
SUMATERA SELATAN,Kota Prabumulih,2004,116839.0,1.93,0.5,12.41,
SUMATERA SELATAN,Kota Pagar Alam,2004,99303.0,2.88,0.93,14.91,
SUMATERA SELATAN,Kota Lubuklinggau,2004,118017.0,3.01,0.8,16.42,
BENGKULU,Bengkulu Selatan,2004,112890.0,6.87,2.05,33.45,
BENGKULU,Rejang Lebong,2004,114776.0,2.51,0.61,17.87,
BENGKULU,Bengkulu Utara,2004,124072.0,3.07,0.57,23.91,
BENGKULU,Kaur,2004,115145.0,7.74,2.22,37.75,
BENGKULU,Seluma,2004,115171.0,6.9,1.98,34.93,
BENGKULU,Mukomuko,2004,125169.0,2.57,0.49,20.07,
BENGKULU,Lebong,2004,315412.65,1.84,0.42,13.18,
BENGKULU,Kepahiang,2004,300353.55,2.3,0.53,15.63,
BENGKULU,Bengkulu Tengah,2004,379451.27,1.12,0.23,8.37,
BENGKULU,Kota Bengkulu,2004,133048.0,1.81,0.52,10.11,
LAMPUNG,Lampung Barat,2004,109055.0,2.95,0.64,21.66,
LAMPUNG,Tanggamus,2004,111928.0,4.52,1.16,20.97,
LAMPUNG,Lampung Selatan,2004,104567.0,6.23,1.8,28.49,
LAMPUNG,Lampung Timur,2004,116500.0,5.98,1.94,28.31,
LAMPUNG,Lampung Tengah,2004,110467.0,2.81,0.63,18.97,
LAMPUNG,Lampung Utara,2004,124423.0,5.06,1.17,33.81,
LAMPUNG,Way Kanan,2004,106769.0,5.22,1.27,30.06,
LAMPUNG,Tulangbawang,2004,97184.0,2.68,0.74,16.98,
LAMPUNG,Pesawaran,2004,346006.06,2.73,0.69,16.67,
LAMPUNG,Pringsewu,2004,399288.93,1.36,0.28,10.47,
LAMPUNG,Mesuji,2004,370582.27,0.93,0.19,7.36,
LAMPUNG,Tulang Bawang Barat,2004,372919.87,1.0,0.21,7.54,
LAMPUNG,Pesisir Barat,2004,441572.5,2.2,0.52,14.59,
LAMPUNG,Kota Bandar Lampung,2004,133473.0,1.38,0.4,7.38,
LAMPUNG,Kota Metro,2004,124744.0,0.98,0.19,8.16,
KEP. BANGKA BELITUNG,Bangka,2004,139607.0,1.35,0.3,8.94,
KEP. BANGKA BELITUNG,Belitung,2004,155463.0,1.44,0.29,11.83,
KEP. BANGKA BELITUNG,Bangka Barat,2004,141976.0,1.18,0.27,7.83,
KEP. BANGKA BELITUNG,Bangka Tengah,2004,143381.0,1.37,0.31,9.05,
KEP. BANGKA BELITUNG,Bangka Selatan,2004,142131.0,1.44,0.33,8.92,
KEP. BANGKA BELITUNG,Belitung Timur,2004,154379.0,1.52,0.31,12.52,
KEP. BANGKA BELITUNG,Kota Pangkal Pinang,2004,223095.0,0.64,0.23,5.95,
KEPULAUAN RIAU,Karimun,2004,129849.0,0.97,0.24,6.16,
KEPULAUAN RIAU,Bintan,2004,147490.0,2.26,0.53,12.53,
KEPULAUAN RIAU,Natuna,2004,100867.0,0.76,0.22,5.19,
KEPULAUAN RIAU,Lingga,2004,370809.4,3.02,0.85,16.62,
KEPULAUAN RIAU,Kepulauan Anambas,2004,356414.0,0.82,0.18,6.04,
KEPULAUAN RIAU,Kota Batam,2004,238828.0,1.11,0.32,5.1,
KEPULAUAN RIAU,Kota Tanjung Pinang,2004,235633.0,1.88,0.52,10.4,
DKI JAKARTA,Kepulauan Seribu,2004,184172.0,1.77,0.33,14.99,
DKI JAKARTA,Kota Jakarta Selatan,2004,234886.0,0.27,0.08,2.25,
DKI JAKARTA,Kota Jakarta Timur,2004,197300.0,0.37,0.09,2.51,
DKI JAKARTA,Kota Jakarta Pusat,2004,215290.0,0.53,0.12,3.91,
DKI JAKARTA,Kota Jakarta Barat,2004,193289.0,0.44,0.08,3.1,
DKI JAKARTA,Kota Jakarta Utara,2004,225443.0,0.62,0.11,5.08,
JAWA BARAT,Bogor,2004,130927.0,2.06,0.62,11.94,
JAWA BARAT,Sukabumi,2004,111202.0,2.61,0.68,14.7,
JAWA BARAT,Cianjur,2004,121902.0,2.42,0.52,17.36,
JAWA BARAT,Bandung,2004,133578.0,1.92,0.47,11.84,
JAWA BARAT,Garut,2004,108266.0,2.44,0.58,15.37,
JAWA BARAT,Tasikmalaya,2004,116024.0,2.72,0.58,16.14,
JAWA BARAT,Ciamis,2004,123217.0,2.68,0.8,14.73,
JAWA BARAT,Kuningan,2004,130531.0,3.11,0.81,18.95,
JAWA BARAT,Cirebon,2004,120346.0,2.58,0.63,16.59,
JAWA BARAT,Majalengka,2004,122685.0,3.13,0.87,17.42,
JAWA BARAT,Sumedang,2004,154743.0,1.58,0.33,11.74,
JAWA BARAT,Indramayu,2004,159901.0,1.88,0.37,16.49,
JAWA BARAT,Subang,2004,150674.0,2.0,0.39,14.67,
JAWA BARAT,Purwakarta,2004,123484.0,1.91,0.49,12.6,
JAWA BARAT,Karawang,2004,134675.0,1.54,0.28,13.28,
JAWA BARAT,Bekasi,2004,114624.0,1.29,0.41,6.35,
JAWA BARAT,Bandung Barat,2004,293741.0,2.11,0.54,12.71,
JAWA BARAT,Pangandaran,2004,380727.4,1.32,0.3,9.25,
JAWA BARAT,Kota Bogor,2004,168111.0,1.02,0.2,7.85,
JAWA BARAT,Kota Sukabumi,2004,131738.0,0.77,0.56,6.16,
JAWA BARAT,Kota Bandung,2004,173945.0,0.42,0.08,3.38,
JAWA BARAT,Kota Cirebon,2004,126523.0,1.15,0.24,7.52,
JAWA BARAT,Kota Bekasi,2004,163385.0,0.51,0.15,1.04,
JAWA BARAT,Kota Depok,2004,162352.0,0.87,0.24,4.84,
JAWA BARAT,Kota Cimahi,2004,156533.0,1.44,0.38,8.85,
JAWA BARAT,Kota Tasikmalaya,2004,139350.0,1.43,0.36,8.48,
JAWA BARAT,Kota Banjar,2004,96653.0,1.86,0.56,10.33,
JAWA TENGAH,Cilacap,2004,123822.0,3.34,0.83,20.9,
JAWA TENGAH,Banyumas,2004,140153.0,3.96,1.05,21.47,
JAWA TENGAH,Purbalingga,2004,132016.0,6.37,1.86,31.2,
JAWA TENGAH,Banjarnegara,2004,119127.0,4.8,1.3,26.91,
JAWA TENGAH,Kebumen,2004,107637.0,5.23,1.41,30.95,
JAWA TENGAH,Purworejo,2004,118385.0,3.38,0.76,23.51,
JAWA TENGAH,Wonosobo,2004,128514.0,6.79,2.04,33.15,
JAWA TENGAH,Magelang,2004,113953.0,2.11,0.43,16.1,
JAWA TENGAH,Boyolali,2004,121025.0,2.58,0.61,18.47,
JAWA TENGAH,Klaten,2004,160796.0,3.76,0.95,23.38,
JAWA TENGAH,Sukoharjo,2004,150254.0,2.13,0.5,14.38,
JAWA TENGAH,Wonogiri,2004,132197.0,4.41,1.25,24.43,
JAWA TENGAH,Karanganyar,2004,134693.0,3.19,1.07,16.14,
JAWA TENGAH,Sragen,2004,136527.0,5.23,1.64,26.06,
JAWA TENGAH,Grobogan,2004,126471.0,4.5,1.07,29.3,
JAWA TENGAH,Blora,2004,112729.0,2.97,0.62,22.97,
JAWA TENGAH,Rembang,2004,139921.0,5.24,1.32,32.0,
JAWA TENGAH,Pati,2004,160096.0,3.44,0.86,20.67,
JAWA TENGAH,Kudus,2004,152203.0,1.51,0.31,11.44,
JAWA TENGAH,Jepara,2004,134066.0,1.25,0.28,9.88,
JAWA TENGAH,Demak,2004,136777.0,4.02,0.75,24.94,
JAWA TENGAH,Semarang,2004,171907.0,2.36,0.53,13.68,
JAWA TENGAH,Temanggung,2004,106292.0,1.88,0.35,15.22,
JAWA TENGAH,Kendal,2004,150584.0,3.46,0.92,20.87,
JAWA TENGAH,Batang,2004,96516.0,2.81,0.59,19.01,
JAWA TENGAH,Pekalongan,2004,151665.0,4.6,1.37,21.5,
JAWA TENGAH,Pemalang,2004,125554.0,4.5,1.41,22.31,
JAWA TENGAH,Tegal,2004,126516.0,3.16,0.74,20.53,
JAWA TENGAH,Brebes,2004,133321.0,6.1,1.95,29.1,
JAWA TENGAH,Kota Magelang,2004,163504.0,2.32,0.57,14.01,
JAWA TENGAH,Kota Surakarta,2004,154749.0,1.87,0.45,13.72,
JAWA TENGAH,Kota Salatiga,2004,136723.0,1.47,0.33,9.68,
JAWA TENGAH,Kota Semarang,2004,133814.0,0.97,0.27,5.6,
JAWA TENGAH,Kota Pekalongan,2004,139571.0,0.67,0.11,6.81,
JAWA TENGAH,Kota Tegal,2004,167621.0,1.24,0.24,9.49,
D I YOGYAKARTA,Kulon Progo,2004,129057.0,4.86,1.31,25.11,
D I YOGYAKARTA,Bantul,2004,126748.0,3.55,0.98,18.55,
D I YOGYAKARTA,Gunung Kidul,2004,121436.0,4.36,1.08,25.19,
D I YOGYAKARTA,Sleman,2004,154689.0,2.8,0.76,15.53,
D I YOGYAKARTA,Kota Yogyakarta,2004,168310.0,2.96,0.96,12.77,
JAWA TIMUR,Pacitan,2004,108907.0,4.88,1.44,24.73,
JAWA TIMUR,Ponorogo,2004,113108.0,2.47,0.58,17.61,
JAWA TIMUR,Trenggalek,2004,104008.0,4.35,1.1,24.09,
JAWA TIMUR,Tulungagung,2004,131699.0,2.74,0.7,16.44,
JAWA TIMUR,Blitar,2004,124228.0,2.1,0.42,16.13,
JAWA TIMUR,Kediri,2004,114078.0,2.79,0.7,17.27,
JAWA TIMUR,Malang,2004,110788.0,2.54,0.62,16.22,
JAWA TIMUR,Lumajang,2004,103152.0,2.76,0.67,17.96,
JAWA TIMUR,Jember,2004,102.0,2.91,0.78,17.24,
JAWA TIMUR,Banyuwangi,2004,125852.0,2.11,0.41,15.9,
JAWA TIMUR,Bondowoso,2004,125855.0,4.3,1.33,24.36,
JAWA TIMUR,Situbondo,2004,114362.0,2.78,0.64,18.54,
JAWA TIMUR,Probolinggo,2004,131215.0,4.75,1.33,26.17,
JAWA TIMUR,Pasuruan,2004,135756.0,4.0,1.24,20.27,
JAWA TIMUR,Sidoarjo,2004,155809.0,1.96,0.45,12.77,
JAWA TIMUR,Mojokerto,2004,137205.0,2.69,0.77,16.09,
JAWA TIMUR,Jombang,2004,132045.0,3.9,0.94,24.13,
JAWA TIMUR,Nganjuk,2004,119543.0,4.15,1.14,23.38,
JAWA TIMUR,Madiun,2004,125155.0,3.98,1.08,23.71,
JAWA TIMUR,Magetan,2004,119386.0,3.39,0.98,17.14,
JAWA TIMUR,Ngawi,2004,113133.0,4.47,1.2,25.26,
JAWA TIMUR,Bojonegoro,2004,114085.0,4.8,1.29,27.7,
JAWA TIMUR,Tuban,2004,121407.0,5.15,1.43,28.36,
JAWA TIMUR,Lamongan,2004,145808.0,3.28,0.73,25.74,
JAWA TIMUR,Gresik,2004,174143.0,3.67,0.8,23.07,
JAWA TIMUR,Bangkalan,2004,117161.0,5.72,1.55,32.88,
JAWA TIMUR,Sampang,2004,130333.0,9.07,2.81,39.75,
JAWA TIMUR,Pamekasan,2004,133362.0,5.49,1.38,32.39,
JAWA TIMUR,Sumenep,2004,138383.0,5.61,1.65,30.34,
JAWA TIMUR,Kota Kediri,2004,154328.0,2.57,0.72,13.58,
JAWA TIMUR,Kota Blitar,2004,150113.0,2.22,0.6,11.75,
JAWA TIMUR,Kota Malang,2004,160061.0,0.99,0.21,7.22,
JAWA TIMUR,Kota Probolinggo,2004,167914.0,2.11,0.43,18.07,
JAWA TIMUR,Kota Pasuruan,2004,151586.0,1.48,0.37,12.5,
JAWA TIMUR,Kota Mojokerto,2004,149729.0,1.7,0.45,10.76,
JAWA TIMUR,Kota Madiun,2004,123923.0,1.56,0.41,9.09,
JAWA TIMUR,Kota Surabaya,2004,164834.0,1.54,0.45,9.21,
JAWA TIMUR,Kota Batu,2004,141228.0,1.8,0.45,11.36,
BANTEN,Pandeglang,2004,133300.0,1.99,0.48,13.77,
BANTEN,Lebak,2004,125097.0,1.8,0.44,12.09,
BANTEN,Tangerang,2004,132108.0,1.41,0.38,7.7,
BANTEN,Serang,2004,111352.0,0.91,0.14,9.11,
BANTEN,Kota Tangerang,2004,172188.0,0.58,0.13,4.19,
BANTEN,Kota Cilegon,2004,141386.0,0.57,0.11,4.42,
BANTEN,Kota Serang,2004,326295.94,0.74,0.16,5.97,
BANTEN,Kota Tangerang Selatan,2004,526339.4,0.26,0.06,1.91,
BALI,Jembrana,2004,159386.0,1.31,0.41,7.04,
BALI,Tabanan,2004,163136.0,1.05,0.21,8.59,
BALI,Badung,2004,142080.0,0.7,0.17,5.0,
BALI,Gianyar,2004,148762.0,0.76,0.14,7.22,
BALI,Klungkung,2004,217671.0,1.1,0.23,7.55,
BALI,Bangli,2004,156371.0,0.57,0.11,6.25,
BALI,Karang Asem,2004,113568.0,1.0,0.25,6.51,
BALI,Buleleng,2004,127678.0,1.29,0.27,10.13,
BALI,Kota Denpasar,2004,179378.0,0.36,0.06,2.95,
NUSA TENGGARA BARAT,Lombok Barat,2004,121022.0,6.12,1.72,31.87,
NUSA TENGGARA BARAT,Lombok Tengah,2004,116056.0,4.13,1.0,27.1,
NUSA TENGGARA BARAT,Lombok Timur,2004,118740.0,4.61,1.23,26.83,
NUSA TENGGARA BARAT,Sumbawa,2004,144196.0,5.1,1.45,26.35,
NUSA TENGGARA BARAT,Dompu,2004,122797.0,3.65,0.77,26.49,
NUSA TENGGARA BARAT,Bima,2004,93421.0,2.91,0.6,22.38,
NUSA TENGGARA BARAT,Sumbawa Barat,2004,387162.15,4.3,1.47,18.51,
NUSA TENGGARA BARAT,Lombok Utara,2004,409143.47,6.96,2.21,31.7,
NUSA TENGGARA BARAT,Kota Mataram,2004,117114.0,2.08,0.74,9.37,
NUSA TENGGARA BARAT,Kota Bima,2004,99052.0,1.75,0.37,13.43,
NUSA TENGGARA TIMUR,Sumba Barat,2004,93882.0,10.32,3.89,42.04,
NUSA TENGGARA TIMUR,Sumba Timur,2004,110479.0,6.96,1.71,40.32,
NUSA TENGGARA TIMUR,Kupang,2004,96416.0,6.87,2.09,32.68,
NUSA TENGGARA TIMUR,Timor Tengah Selatan,2004,95207.0,6.83,1.88,37.38,
NUSA TENGGARA TIMUR,Timor Tengah Utara,2004,104810.0,5.38,1.42,30.65,
NUSA TENGGARA TIMUR,Belu,2004,97100.0,3.88,1.03,20.51,
NUSA TENGGARA TIMUR,Alor,2004,95540.0,7.08,2.65,29.06,
NUSA TENGGARA TIMUR,Lembata,2004,112341.0,9.35,3.93,34.56,
NUSA TENGGARA TIMUR,Flores Timur,2004,105049.0,1.81,0.34,15.35,
NUSA TENGGARA TIMUR,Sikka,2004,101419.0,2.8,0.75,19.2,
NUSA TENGGARA TIMUR,Ende,2004,93279.0,2.66,0.52,20.86,
NUSA TENGGARA TIMUR,Ngada,2004,101893.0,1.68,0.31,15.54,
NUSA TENGGARA TIMUR,Manggarai,2004,102511.0,4.06,0.79,31.31,
NUSA TENGGARA TIMUR,Rote Ndao,2004,84811.0,5.77,1.79,27.45,
NUSA TENGGARA TIMUR,Manggarai Barat,2004,101175.0,3.98,0.81,29.13,
NUSA TENGGARA TIMUR,Sumba Tengah,2004,245720.44,7.02,2.0,34.49,
NUSA TENGGARA TIMUR,Sumba Barat Daya,2004,308546.5,5.46,1.53,29.86,
NUSA TENGGARA TIMUR,Nagekeo,2004,291831.61,1.91,0.44,13.0,
NUSA TENGGARA TIMUR,Manggarai Timur,2004,298842.62,4.54,1.14,25.85,
NUSA TENGGARA TIMUR,Sabu Raijua,2004,358634.93,6.28,1.81,31.8,
NUSA TENGGARA TIMUR,Malaka,2004,368643.3,2.31,0.5,15.89,
NUSA TENGGARA TIMUR,Kota Kupang,2004,112962.0,1.42,0.3,10.65,
KALIMANTAN BARAT,Sambas,2004,109908.0,2.06,0.5,14.46,
KALIMANTAN BARAT,Bengkayang,2004,113265.0,2.97,0.81,15.18,
KALIMANTAN BARAT,Landak,2004,98609.0,5.26,1.58,24.68,
KALIMANTAN BARAT,Pontianak,2004,106481.0,1.52,0.35,11.45,
KALIMANTAN BARAT,Sanggau,2004,99107.0,1.51,0.33,10.93,
KALIMANTAN BARAT,Ketapang,2004,118686.0,3.13,0.86,18.35,
KALIMANTAN BARAT,Sintang,2004,132380.0,2.22,0.54,16.61,
KALIMANTAN BARAT,Kapuas Hulu,2004,150816.0,3.25,1.14,16.06,
KALIMANTAN BARAT,Sekadau,2004,251097.75,0.95,0.22,7.09,
KALIMANTAN BARAT,Melawi,2004,394634.7,2.38,0.66,13.73,
KALIMANTAN BARAT,Kayong Utara,2004,244615.22,1.66,0.39,10.83,
KALIMANTAN BARAT,Kubu Raya,2004,333531.65,0.67,0.14,5.49,
KALIMANTAN BARAT,Kota Pontianak,2004,160881.0,0.83,0.16,6.47,
KALIMANTAN BARAT,Kota Singkawang,2004,112265.0,1.91,0.53,9.78,
KALIMANTAN TENGAH,Kotawaringin Barat,2004,128841.0,1.62,0.44,8.58,
KALIMANTAN TENGAH,Kotawaringin Timur,2004,146075.0,3.04,1.32,12.02,
KALIMANTAN TENGAH,Kapuas,2004,125695.0,1.64,0.43,10.61,
KALIMANTAN TENGAH,Barito Selatan,2004,120257.0,1.45,0.3,12.06,
KALIMANTAN TENGAH,Barito Utara,2004,141579.0,1.29,0.32,9.62,
KALIMANTAN TENGAH,Sukamara,2004,92706.0,1.97,0.55,10.42,
KALIMANTAN TENGAH,Lamandau,2004,118580.0,1.76,0.49,9.33,
KALIMANTAN TENGAH,Seruyan,2004,148731.0,3.25,1.44,12.85,
KALIMANTAN TENGAH,Katingan,2004,117859.0,3.0,1.29,11.84,
KALIMANTAN TENGAH,Pulang Pisau,2004,95134.0,1.55,0.41,10.04,
KALIMANTAN TENGAH,Gunung Mas,2004,133714.0,1.57,0.41,10.17,
KALIMANTAN TENGAH,Barito Timur,2004,135895.0,1.58,0.32,13.14,
KALIMANTAN TENGAH,Murung Raya,2004,108039.0,1.32,0.33,9.87,
KALIMANTAN TENGAH,Kota Palangka Raya,2004,106728.0,0.92,0.2,6.45,
KALIMANTAN SELATAN,Tanah Laut,2004,126391.0,1.44,0.41,7.97,
KALIMANTAN SELATAN,Kota Baru,2004,137888.0,0.88,0.18,6.04,
KALIMANTAN SELATAN,Banjar,2004,104466.0,1.17,0.27,6.9,
KALIMANTAN SELATAN,Barito Kuala,2004,109686.0,0.98,0.22,6.85,
KALIMANTAN SELATAN,Tapin,2004,117150.0,1.04,0.21,7.96,
KALIMANTAN SELATAN,Hulu Sungai Selatan,2004,127835.0,1.6,0.39,10.62,
KALIMANTAN SELATAN,Hulu Sungai Tengah,2004,111519.0,1.25,0.25,9.94,
KALIMANTAN SELATAN,Hulu Sungai Utara,2004,115961.0,1.41,0.27,10.7,
KALIMANTAN SELATAN,Tabalong,2004,107964.0,1.62,0.37,10.24,
KALIMANTAN SELATAN,Tanah Bumbu,2004,137205.0,0.94,0.2,6.51,
KALIMANTAN SELATAN,Balangan,2004,115006.0,1.47,0.29,11.15,
KALIMANTAN SELATAN,Kota Banjarmasin,2004,109057.0,0.37,0.06,3.2,
KALIMANTAN SELATAN,Kota Banjar Baru,2004,136535.0,0.95,0.34,4.62,
