Provinsi/Kabupaten/Kota,,,,,,
,Pengeluaran per Kapita yang Disesuaikan menurut Jenis Kelamin (Ribu Rupiah/Orang/Tahun),,,,,
,Laki-laki,,,Perempuan,,
Kotabaru,-,17214,17805,-,6133,6339
Banjar,-,18242,18549,-,11043,11191
Barito Kuala,-,13721,14262,-,7659,7768
Tapin,-,17337,17898,-,6300,6589
Hulu Sungai Selatan,-,17648,18451,-,8038,8393
Hulu Sungai Tengah,-,12745,13384,-,11444,11847
Hulu Sungai Utara,-,13042,13610,-,8025,8395
Tabalong,-,17484,17763,-,6577,6656
Tanah Bumbu,-,18151,18953,-,6949,7256
Balangan,-,15815,16200,-,10966,11100
Kota Banjarmasin,-,17645,18111,-,13140,13450
Kota Banjar Baru,-,19064,19477,-,12820,13085
KALIMANTAN TIMUR,17549,17830,18342,6618,6751,6994
Paser,-,16968,17299,-,2733,2869
Kutai Barat,-,14622,15120,-,5549,5717
Kutai Kartanegara,-,17606,17952,-,4444,4555
Kutai Timur,-,17067,17446,-,3685,3835
Berau,-,18560,19078,-,7182,7401
Penajam Paser Utara,-,16883,17467,-,6872,7097
Mahakam Ulu,-,11908,12355,-,4216,4388
Kota Balikpapan,-,22034,22451,-,10498,10755
Kota Samarinda,-,21075,21390,-,9754,9927
Kota Bontang,-,25587,26035,-,9378,9577
KALIMANTAN UTARA,-,12380,12786,-,5528,5725
Malinau,-,14397,14763,-,4971,5094
Bulungan,-,14227,14457,-,6262,6345
Tana Tidung,-,10867,11263,-,3643,3814
Nunukan,-,9794,10165,-,4052,4202
Kota Tarakan,-,15258,15684,-,9423,9677
SULAWESI UTARA,14056,14497,14887,9506,9639,9878
Bolaang Mongondow,-,14448,14760,-,6049,6265
Minahasa,-,15097,15429,-,11219,11472
Kepulauan Sangihe,-,14548,14911,-,9223,9458
Kepulauan Talaud,-,8855,9157,-,7834,8058
Minahasa Selatan,-,16243,16525,-,6981,7169
Minahasa Utara,-,13990,14293,-,10435,10643
Bolaang Mongondow Utara,-,14945,15238,-,5242,5461
Siau Tagulandang Biaro,-,12112,12432,-,5316,5562
Minahasa Tenggara,-,14665,14927,-,7982,8216
Bolaang Mongondow Selatan,-,13829,14168,-,3760,4012
Bolaang Mongondow Timur,-,12338,12659,-,6455,6665
Kota Manado,-,15779,16181,-,12642,12909
Kota Bitung,-,16480,16791,-,10179,10405
Kota Tomohon,-,12293,12652,-,10954,11202
Kota Kotamobagu,-,14259,14566,-,9731,9971
SULAWESI TENGAH,12585,12980,13300,7619,7710,7873
Banggai Kepulauan,-,10971,11159,-,7261,7359
Banggai,-,14192,14470,-,7687,7809
Morowali,-,16949,17276,-,6376,6459
Poso,-,10042,10248,-,8202,8323
Donggala,-,11120,11385,-,5728,5851
Toli-Toli,-,11400,11652,-,6142,6230
Buol,-,11770,11973,-,5586,5681
Parigi Moutong,-,12428,12829,-,7389,7544
Tojo Una-Una,-,11193,11395,-,6328,6432
Sigi,-,10784,11122,-,7515,7621
Banggai Laut,-,10617,10815,-,7397,7503
Morowali Utara,-,10391,10636,-,8639,8711
Kota Palu,-,15303,15605,-,14730,14897
